metodo;hospital;AbdomenCT;BreastMRI;ChestCT;CXR;Hand;HeadCT
mh_random_search;Hospital_4;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8990±0.1428
mh_random_search;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;0.9467±0.0754
mh_random_search;Hospital_6;NA;1.0000±0.0000;1.0000±0.0000;0.9953±0.0033;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;0.9643±0.0505
mh_random_search;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9302±0.0502
mh_random_search;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9565±0.0000;0.9048±0.0842
mh_random_search;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9947±0.0075;1.0000±0.0000;0.8889±0.1571
mh_random_search;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8333±0.2357
mh_random_search;Hospital_13;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9434±0.0534
mh_random_search;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9484±0.0647
mh_random_search;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_18;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9067±0.0822
mh_random_search;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9861±0.0196
mh_random_search;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9792±0.0295;1.0000±0.0000
mh_random_search;Hospital_22;1.0000±0.0000;NA;1.0000±0.0000;0.8889±0.1571;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9302±0.0987
mh_random_search;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9310±0.0745
mh_random_search;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9957±0.0061;1.0000±0.0000;0.9619±0.0356
mh_random_search;Hospital_26;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.7778±0.1571
mh_random_search;Hospital_27;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA
mh_random_search;Hospital_28;1.0000±0.0000;NA;1.0000±0.0000;0.9889±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_29;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8485±0.2143
mh_random_search;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_32;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9598±0.0569
mh_random_search;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9583±0.0589
mh_random_search;Hospital_35;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9524±0.0673
mh_random_search;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;0.9167±0.0589
mh_random_search;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9453±0.0774
mh_random_search;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.6667±0.4714
mh_random_search;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9922±0.0000;0.8333±0.0943
mh_random_search;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9074±0.0944
mh_random_search;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9429±0.0710
mh_random_search;Hospital_42;NA;1.0000±0.0000;1.0000±0.0000;NA;NA;NA
mh_random_search;Hospital_43;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9951±0.0034;0.9167±0.1179;0.9495±0.0714
mh_random_search;Hospital_44;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9394±0.0857
mh_random_search;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_random_search;Hospital_47;NA;1.0000±0.0000;1.0000±0.0000;0.8889±0.0000;1.0000±0.0000;0.6667±0.0000
mh_random_search;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_random_search;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9590±0.0580
mh_de;Hospital_1;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_de;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9924±0.0000;0.9722±0.0196;1.0000±0.0000
mh_de;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_4;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9899±0.0143
mh_de;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_6;NA;1.0000±0.0000;1.0000±0.0000;0.9977±0.0033;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;0.9881±0.0168
mh_de;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9767±0.0329
mh_de;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9565±0.0000;0.9881±0.0168
mh_de;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9807±0.0068;1.0000±0.0000
mh_de;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8333±0.2357
mh_de;Hospital_13;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9874±0.0178
mh_de;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9960±0.0056
mh_de;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_18;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9733±0.0377
mh_de;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9897±0.0000;1.0000±0.0000
mh_de;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9697±0.0429;1.0000±0.0000
mh_de;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9375±0.0000;1.0000±0.0000
mh_de;Hospital_22;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9333±0.0000;0.9845±0.0219
mh_de;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.6667±0.4714;0.9770±0.0325
mh_de;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9905±0.0135
mh_de;Hospital_26;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8889±0.1571
mh_de;Hospital_27;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA
mh_de;Hospital_28;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_29;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;0.9958±0.0060;1.0000±0.0000
mh_de;Hospital_32;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_35;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;0.9845±0.0219;1.0000±0.0000
mh_de;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9792±0.0037;1.0000±0.0000
mh_de;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9952±0.0067
mh_de;Hospital_42;NA;1.0000±0.0000;1.0000±0.0000;NA;NA;NA
mh_de;Hospital_43;1.0000±0.0000;0.9944±0.0079;1.0000±0.0000;0.9951±0.0034;0.9167±0.1179;1.0000±0.0000
mh_de;Hospital_44;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;0.9921±0.0112;0.9949±0.0071
mh_de;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_de;Hospital_47;NA;1.0000±0.0000;1.0000±0.0000;0.8889±0.0000;0.9649±0.0248;1.0000±0.0000
mh_de;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_de;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9697±0.0429;1.0000±0.0000
mh_de;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_1;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_ga;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9822±0.0072;0.9722±0.0196;1.0000±0.0000
mh_ga;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9899±0.0143;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_4;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_6;NA;1.0000±0.0000;1.0000±0.0000;0.9953±0.0033;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9565±0.0000;1.0000±0.0000
mh_ga;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9947±0.0075;0.9855±0.0000;1.0000±0.0000
mh_ga;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_13;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_18;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9966±0.0049;1.0000±0.0000
mh_ga;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9394±0.0567;1.0000±0.0000
mh_ga;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9375±0.0000;1.0000±0.0000
mh_ga;Hospital_22;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9556±0.0314;1.0000±0.0000
mh_ga;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.6667±0.4714;1.0000±0.0000
mh_ga;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9913±0.0061;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_26;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_27;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA
mh_ga;Hospital_28;1.0000±0.0000;NA;1.0000±0.0000;0.9926±0.0052;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_29;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;0.9873±0.0103;1.0000±0.0000
mh_ga;Hospital_32;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_35;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;0.9845±0.0110;1.0000±0.0000
mh_ga;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9792±0.0037;1.0000±0.0000
mh_ga;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_42;NA;1.0000±0.0000;1.0000±0.0000;NA;NA;NA
mh_ga;Hospital_43;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9927±0.0060;0.9167±0.1179;1.0000±0.0000
mh_ga;Hospital_44;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;0.9960±0.0056;1.0000±0.0000
mh_ga;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_ga;Hospital_47;NA;1.0000±0.0000;1.0000±0.0000;0.8889±0.0000;0.9649±0.0248;1.0000±0.0000
mh_ga;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_ga;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9394±0.0429;1.0000±0.0000
mh_ga;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_1;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_pso;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9924±0.0000;0.9722±0.0196;1.0000±0.0000
mh_pso;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_4;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_6;NA;1.0000±0.0000;1.0000±0.0000;0.9977±0.0033;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9565±0.0000;1.0000±0.0000
mh_pso;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9807±0.0068;1.0000±0.0000
mh_pso;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_13;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_18;1.0000±0.0000;0.9949±0.0071;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9966±0.0049;1.0000±0.0000
mh_pso;Hospital_20;1.0000±0.0000;0.9881±0.0168;1.0000±0.0000;1.0000±0.0000;0.9848±0.0214;1.0000±0.0000
mh_pso;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9375±0.0000;1.0000±0.0000
mh_pso;Hospital_22;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_23;1.0000±0.0000;0.9935±0.0092;1.0000±0.0000;1.0000±0.0000;0.9333±0.0000;1.0000±0.0000
mh_pso;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.6667±0.4714;1.0000±0.0000
mh_pso;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_26;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_27;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA
mh_pso;Hospital_28;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_29;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_32;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_35;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9844±0.0064;1.0000±0.0000
mh_pso;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_42;NA;1.0000±0.0000;1.0000±0.0000;NA;NA;NA
mh_pso;Hospital_43;1.0000±0.0000;0.9944±0.0079;1.0000±0.0000;1.0000±0.0000;0.8333±0.1179;1.0000±0.0000
mh_pso;Hospital_44;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_46;1.0000±0.0000;0.9972±0.0039;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_pso;Hospital_47;NA;1.0000±0.0000;1.0000±0.0000;0.8889±0.0000;0.9474±0.0000;1.0000±0.0000
mh_pso;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_pso;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9394±0.0429;1.0000±0.0000
mh_pso;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_1;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_cro;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9924±0.0000;0.9722±0.0196;1.0000±0.0000
mh_cro;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
